record_code,format_version,submission_date,reporting_agency,release_agency,coordinator,tag_code_or_release_id,tag_type,first_sequential_number,last_sequential_number,related_group_type,related_group_id,species,run,brood_year,first_release_date,First_year,First_month,First_day,First_date,Last_year,Last_month,Last_day,Last_date,release_location_code,hatchery_location_code,stock_location_code,release_stage,rearing_type,study_type,release_strategy,avg_length,study_integrity,cwt_1st_mark,cwt_1st_mark_count,cwt_2nd_mark,cwt_2nd_mark_count,non_cwt_1st_mark,non_cwt_1st_mark_count,non_cwt_2nd_mark,non_cwt_2nd_mark_count,counting_method,tag_loss_rate,tag_loss_days,tag_loss_sample_size,tag_reused,comments,release_location_name,hatchery_location_name,hatchery,stock_location_name,release_location_state,release_location_rmis_region,release_location_rmis_basin,record_origin,Cleaned up release location,Cleaned up site name,LAT,LONG,Category,Bay_release,DistanceFromHatchery_in_meters,Ocean dist_FINAL,Excl,Notes,dist_hatch,dist_ocean
T,4.1,20130227,CDFW,CDFW,8,69005,12,,,,,1,3,2011,20120509,2012,5,9,41038,2012,5,9,41038,6FCSJMER MRFF,6FCSJMER MRFF,6FCSJMER,V,H,E,VO,109,N,5000,26858,,,,,,,,,12,200,,,MERCED R FISH FACIL,MERCED R FISH FACIL,merced,MERCED RIVER,CA,SJOA,MERC,N,Merced River,Merced River Fish Hatchery,37.51592,-120.37238,normal,UPSTREAM,0,343144,,,0,0.343144
T,4.1,20130227,CDFW,CDFW,8,69006,12,,,,,1,3,2011,20120509,2012,5,9,41038,2012,5,9,41038,6FCSJMER MRFF,6FCSJMER MRFF,6FCSJMER,V,H,E,VO,109,N,5000,26857,,,,,,,,,12,200,,,MERCED R FISH FACIL,MERCED R FISH FACIL,merced,MERCED RIVER,CA,SJOA,MERC,N,Merced River,Merced River Fish Hatchery,37.51592,-120.37238,normal,UPSTREAM,0,343144,,,0,0.343144
T,4.1,20070730,CDFW,CDFW,8,64727,12,,,,,1,3,2006,20070427,2007,4,27,39199,2007,4,27,39199,6FCSJMER MRFF,6FCSJMER MRFF,6FCSJMER,V,H,E,VO,91,N,5000,24282,,,5000,751,,,,0.03,15,200,,,MERCED R FISH FACIL,MERCED R FISH FACIL,merced,MERCED RIVER,CA,SJOA,MERC,C,Merced River,Merced River Fish Hatchery,37.51592,-120.37238,normal,UPSTREAM,0,343144,,,0,0.343144
T,4.1,20070730,CDFW,CDFW,8,64725,12,,,,,1,3,2006,20070424,2007,4,24,39196,2007,4,26,39198,6FCSJMER HATF,6FCSJMER MRFF,6FCSJMER,V,H,E,FR,97,N,5000,25972,,,5000,532,,,,0.02,21,199,,,MER R HATFIELD STATE AREA,MERCED R FISH FACIL,merced,MERCED RIVER,CA,SJOA,MERC,C,Merced River,Hatfield State Park,37.3578,-120.9594,normal,UPSTREAM,78268,264876,,,0.078268,0.264876
T,4.1,20070730,CDFW,CDFW,8,64726,12,,,,,1,3,2006,20070424,2007,4,24,39196,2007,4,26,39198,6FCSJMER HATF,6FCSJMER MRFF,6FCSJMER,V,H,E,FR,97,N,5000,26427,,,5000,540,,,,0.02,21,199,,,MER R HATFIELD STATE AREA,MERCED R FISH FACIL,merced,MERCED RIVER,CA,SJOA,MERC,C,Merced River,Hatfield State Park,37.3578,-120.9594,normal,UPSTREAM,78268,264876,,,0.078268,0.264876
T,4.1,20070730,CDFW,CDFW,8,64728,12,,,,,1,3,2006,20070420,2007,4,20,39192,2007,4,20,39192,6FCSJMER MRFF,6FCSJMER MRFF,6FCSJMER,V,H,E,VO,91,N,5000,27894,,,5000,863,,,,0.03,15,200,,,MERCED R FISH FACIL,MERCED R FISH FACIL,merced,MERCED RIVER,CA,SJOA,MERC,C,Merced River,Merced River Fish Hatchery,37.51592,-120.37238,normal,UPSTREAM,0,343144,,,0,0.343144
T,4.1,20070730,CDFW,CDFW,8,64729,12,,,,,1,3,2006,20070420,2007,4,20,39192,2007,4,20,39192,6FCSJMER MRFF,6FCSJMER MRFF,6FCSJMER,V,H,E,VO,91,N,5000,24627,,,5000,762,,,,0.03,15,200,,,MERCED R FISH FACIL,MERCED R FISH FACIL,merced,MERCED RIVER,CA,SJOA,MERC,C,Merced River,Merced River Fish Hatchery,37.51592,-120.37238,normal,UPSTREAM,0,343144,,,0,0.343144
T,4.1,20070730,CDFW,CDFW,8,64730,12,,,,,1,3,2006,20070420,2007,4,20,39192,2007,4,20,39192,6FCSJMER MRFF,6FCSJMER MRFF,6FCSJMER,V,H,E,VO,91,N,5000,25190,,,5000,779,,,,0.03,15,200,,,MERCED R FISH FACIL,MERCED R FISH FACIL,merced,MERCED RIVER,CA,SJOA,MERC,C,Merced River,Merced River Fish Hatchery,37.51592,-120.37238,normal,UPSTREAM,0,343144,,,0,0.343144
T,4.1,20101110,CDFW,CDFW,8,68689,12,,,,,1,3,2009,20101107,2010,11,7,40489,2010,11,7,40489,6FCSJMOK MRFI,6FCSJMOK MRFI,6FCSJMOK,Y,H,P,VO,,N,5000,99048,,,5000,109,,,,,21,900,,,MOK R FISH INS,MOK R FISH INS,mokelumne,MOKELUMNE RIVER,CA,SJOA,MOKE,T,Mokelumne River,Mokelumne River Hatchery,38.22488,-121.02448,normal,UPSTREAM,0,206034,,,0,0.206034
T,4.1,20130528,CDFW,CDFW,8,60413,12,,,,,1,3,2011,20121105,2012,11,5,41218,2012,11,5,41218,6FCSJMOK MRFI,6FCSJMOK MRFI,6FCSJMOK,Y,H,P,,,N,5000,92020,,,5000,125,0,16898,C,0,23,878,,"100% group.8586 unprocessed fish sent to rwy. Reason for high no cwt, ad intact.",MOK R FISH INS,MOK R FISH INS,mokelumne,MOKELUMNE RIVER,CA,SJOA,MOKE,N,Mokelumne River,Mokelumne River Hatchery,38.22488,-121.02448,normal,UPSTREAM,0,206034,,,0,0.206034
T,4.1,20150113,CDFW,CDFW,8,60438,12,,,,,1,3,2012,20131101,2013,11,1,41579,2013,11,1,41579,6FCSJMOK MRFI,6FCSJMOK MRFI,6FCSJMOK,Y,H,P,VO,,N,5000,99548,,,5000,758,,,C,0,22,400,,Fish released from hatchery into Mokelumne river as yearlings,MOK R FISH INS,MOK R FISH INS,mokelumne,MOKELUMNE RIVER,CA,SJOA,MOKE,N,Mokelumne River,Mokelumne River Hatchery,38.22488,-121.02448,normal,UPSTREAM,0,206034,,,0,0.206034
T,4.1,20120305,CDFW,CDFW,8,68766,12,,,,,1,3,2010,20111027,2011,10,27,40843,2011,10,27,40843,6FCSJMOK MRFI,6FCSJMOK MRFI,6FCSJMOK,Y,H,P,VO,,N,5000,100215,,,5000,252,,,,,150,400,,,MOK R FISH INS,MOK R FISH INS,mokelumne,MOKELUMNE RIVER,CA,SJOA,MOKE,N,Mokelumne River,Mokelumne River Hatchery,38.22488,-121.02448,normal,UPSTREAM,0,206034,,,0,0.206034
T,4.1,20090902,CDFW,CDFW,8,68627,12,,,,,1,3,2008,20090608,2009,6,8,39972,2009,6,8,39972,6FCSJOLB SHER,6FCSJMOK MRFI,6FCSJMOK,V,H,P,FR,,N,5000,24911,,,5000,83,,,C,,25,900,,,SAN JOAQ SHRM ISL OP JRSY,MOK R FISH INS,mokelumne,MOKELUMNE RIVER,CA,SJOA,SJR,T,San Joaquin River,Sherman Island,38.0456,-121.7135,normal,UPSTREAM,111441,94592,,,0.111441,0.094592
T,4.1,20100614,CDFW,CDFW,8,68641,12,,,,,1,3,2009,20100601,2010,6,1,40330,2010,6,4,40333,6FCSJOLB SHER NET,6FCSJMOK MRFI,6FCSJMOK,V,H,P,FR,,N,5000,285045,,,5000,944,,,C,,21,900,,"Experimental: 068666,068686,068687,068688; Control: 068641,068664,068673,068708",SAN JOAQ SHRM ISL NET PEN,MOK R FISH INS,mokelumne,MOKELUMNE RIVER,CA,SJOA,SJR,T,San Joaquin River,Sherman Island,38.0456,-121.7135,normal,UPSTREAM,111441,94592,,,0.111441,0.094592
T,4.1,20100614,CDFW,CDFW,8,68664,12,,,,,1,3,2009,20100601,2010,6,1,40330,2010,6,4,40333,6FCSJOLB SHER NET,6FCSJMOK MRFI,6FCSJMOK,V,H,P,FR,,N,5000,10333,,,5000,34,,,C,,21,900,,"Experimental: 068666,068686,068687,068688; Control: 068641,068664,068673,068708",SAN JOAQ SHRM ISL NET PEN,MOK R FISH INS,mokelumne,MOKELUMNE RIVER,CA,SJOA,SJR,T,San Joaquin River,Sherman Island,38.0456,-121.7135,normal,UPSTREAM,111441,94592,,,0.111441,0.094592
T,4.1,20100614,CDFW,CDFW,8,68666,12,,,,,1,3,2009,20100601,2010,6,1,40330,2010,6,4,40333,6FCSJOLB SHER NET,6FCSJMOK MRFI,6FCSJMOK,V,H,P,FR,,N,5000,3668,,,5000,8,,,C,,21,900,,"Mokelumne parents by real-time CWT reads, recovered Nimbus Hatchery. See 068641",SAN JOAQ SHRM ISL NET PEN,MOK R FISH INS,mokelumne,MOKELUMNE RIVER,CA,SJOA,SJR,T,San Joaquin River,Sherman Island,38.0456,-121.7135,normal,UPSTREAM,111441,94592,,,0.111441,0.094592
T,4.1,20100614,CDFW,CDFW,8,68673,12,,,,,1,3,2009,20100601,2010,6,1,40330,2010,6,4,40333,6FCSJOLB SHER NET,6FCSJMOK MRFI,6FCSJMOK,V,H,P,FR,,N,5000,114298,,,5000,378,,,C,,21,900,,"Experimental: 068666,068686,068687,068688; Control: 068641,068664,068673,068708",SAN JOAQ SHRM ISL NET PEN,MOK R FISH INS,mokelumne,MOKELUMNE RIVER,CA,SJOA,SJR,T,San Joaquin River,Sherman Island,38.0456,-121.7135,normal,UPSTREAM,111441,94592,,,0.111441,0.094592
T,4.1,20100614,CDFW,CDFW,8,68686,12,,,,,1,3,2009,20100601,2010,6,1,40330,2010,6,4,40333,6FCSJOLB SHER NET,6FCSJMOK MRFI,6FCSJMOK,V,H,P,FR,,N,5000,101181,,,5000,223,,,C,,21,900,,"Mokelumne parents by real-time CWT reads, recovered Nimbus Hatchery. See 068641",SAN JOAQ SHRM ISL NET PEN,MOK R FISH INS,mokelumne,MOKELUMNE RIVER,CA,SJOA,SJR,T,San Joaquin River,Sherman Island,38.0456,-121.7135,normal,UPSTREAM,111441,94592,,,0.111441,0.094592
T,4.1,20100614,CDFW,CDFW,8,68687,12,,,,,1,3,2009,20100601,2010,6,1,40330,2010,6,4,40333,6FCSJOLB SHER NET,6FCSJMOK MRFI,6FCSJMOK,V,H,P,FR,,N,5000,100965,,,5000,223,,,C,,21,900,,"Mokelumne parents by real-time CWT reads, recovered Nimbus Hatchery. See 068641",SAN JOAQ SHRM ISL NET PEN,MOK R FISH INS,mokelumne,MOKELUMNE RIVER,CA,SJOA,SJR,T,San Joaquin River,Sherman Island,38.0456,-121.7135,normal,UPSTREAM,111441,94592,,,0.111441,0.094592
T,4.1,20100614,CDFW,CDFW,8,68688,12,,,,,1,3,2009,20100601,2010,6,1,40330,2010,6,4,40333,6FCSJOLB SHER NET,6FCSJMOK MRFI,6FCSJMOK,V,H,P,FR,,N,5000,102476,,,5000,226,,,C,,21,900,,"Mokelumne parents by real-time CWT reads, recovered Nimbus Hatchery. See 068641",SAN JOAQ SHRM ISL NET PEN,MOK R FISH INS,mokelumne,MOKELUMNE RIVER,CA,SJOA,SJR,T,San Joaquin River,Sherman Island,38.0456,-121.7135,normal,UPSTREAM,111441,94592,,,0.111441,0.094592
T,4.1,20100706,CDFW,CDFW,8,68708,12,,,,,1,3,2009,20100601,2010,6,1,40330,2010,6,1,40330,6FCSJOLB SHER NET,6FCSJMOK MRFI,6FCSJMOK,V,H,P,FR,,N,5000,395978,,,5000,873,,,C,,21,900,,"Experimental: 068666,068686,068687,068688; Control: 068641,068664,068673,068708",SAN JOAQ SHRM ISL NET PEN,MOK R FISH INS,mokelumne,MOKELUMNE RIVER,CA,SJOA,SJR,T,San Joaquin River,Sherman Island,38.0456,-121.7135,normal,UPSTREAM,111441,94592,,,0.111441,0.094592
T,4.1,20110906,CDFW,CDFW,8,68690,12,,,,,1,3,2010,20110608,2011,6,8,40702,2011,6,9,40703,6FCSJOLB SHER NET,6FCSJMOK MRFI,6FCSJMOK,V,H,P,FR,,N,5000,6547,,,5000,16,0,26261,C,,11,401,,,SAN JOAQ SHRM ISL NET PEN,MOK R FISH INS,mokelumne,MOKELUMNE RIVER,CA,SJOA,SJR,N,San Joaquin River,Sherman Island,38.0456,-121.7135,normal,UPSTREAM,111441,94592,,,0.111441,0.094592
T,4.1,20110906,CDFW,CDFW,8,69503,12,,,,,1,3,2010,20110608,2011,6,8,40702,2011,6,9,40703,6FCSJOLB SHER NET,6FCSJMOK MRFI,6FCSJMOK,V,H,P,FR,,N,5000,101829,,,5000,255,0,306423,C,,11,401,,,SAN JOAQ SHRM ISL NET PEN,MOK R FISH INS,mokelumne,MOKELUMNE RIVER,CA,SJOA,SJR,N,San Joaquin River,Sherman Island,38.0456,-121.7135,normal,UPSTREAM,111441,94592,,,0.111441,0.094592
T,4.1,20131121,CDFW,CDFW,8,60487,12,,,,,1,3,2012,20130530,2013,5,30,41424,2013,6,1,41426,6FCSJOLB SHER NET,6FCSJMOK MRFI,6FCSJMOK,V,H,P,FR,,N,5000,112720,0,289,0,338422,,,C,0,19,391,,Fish given Bio-Fry Feed,SAN JOAQ SHRM ISL NET PEN,MOK R FISH INS,mokelumne,MOKELUMNE RIVER,CA,SJOA,SJR,N,San Joaquin River,Sherman Island,38.0456,-121.7135,normal,UPSTREAM,111441,94592,,,0.111441,0.094592
T,4.1,20131121,CDFW,CDFW,8,60488,12,,,,,1,3,2012,20130530,2013,5,30,41424,2013,6,1,41426,6FCSJOLB SHER NET,6FCSJMOK MRFI,6FCSJMOK,V,H,P,FR,,N,5000,112001,,,5000,275,0,337148,C,0.0024,22,409,,Fish given Bio-Supreme Feed,SAN JOAQ SHRM ISL NET PEN,MOK R FISH INS,mokelumne,MOKELUMNE RIVER,CA,SJOA,SJR,N,San Joaquin River,Sherman Island,38.0456,-121.7135,normal,UPSTREAM,111441,94592,,,0.111441,0.094592
T,4.1,20070627,CDFW,CDFW,8,67024,12,,,,,1,3,2006,20070528,2007,5,28,39230,2007,5,28,39230,6FCSJMOK NHOP,6FCSJMOK MRFI,6FCSJMOK,V,H,P,FR,,N,5000,34737,,,0,104280,,,C,0,15,897,,,MOK R NEW HOPE LANDING,MOK R FISH INS,mokelumne,MOKELUMNE RIVER,CA,SJOA,MOKE,C,Mokelumne River,New Hope Landing,38.22846,-121.49129,normal,UPSTREAM,70600,135434,,,0.0706,0.135434
T,4.1,20070627,CDFW,CDFW,8,67025,12,,,,,1,3,2006,20070528,2007,5,28,39230,2007,5,28,39230,6FCSJMOK NHOP,6FCSJMOK MRFI,6FCSJMOK,V,H,P,FR,,N,5000,21820,,,0,65498,,,C,0,15,897,,,MOK R NEW HOPE LANDING,MOK R FISH INS,mokelumne,MOKELUMNE RIVER,CA,SJOA,MOKE,C,Mokelumne River,New Hope Landing,38.22846,-121.49129,normal,UPSTREAM,70600,135434,,,0.0706,0.135434
T,4.1,20070627,CDFW,CDFW,8,67027,12,,,,,1,3,2006,20070528,2007,5,28,39230,2007,5,28,39230,6FCSJMOK NHOP,6FCSJMOK MRFI,6FCSJMOK,V,H,P,FR,,N,5000,10613,,,0,31860,,,C,0,15,897,,,MOK R NEW HOPE LANDING,MOK R FISH INS,mokelumne,MOKELUMNE RIVER,CA,SJOA,MOKE,C,Mokelumne River,New Hope Landing,38.22846,-121.49129,normal,UPSTREAM,70600,135434,,,0.0706,0.135434
T,4.1,20070627,CDFW,CDFW,8,67028,12,,,,,1,3,2006,20070528,2007,5,28,39230,2007,5,28,39230,6FCSJMOK NHOP,6FCSJMOK MRFI,6FCSJMOK,V,H,P,FR,,N,5000,8165,,,0,24512,,,C,0,15,897,,,MOK R NEW HOPE LANDING,MOK R FISH INS,mokelumne,MOKELUMNE RIVER,CA,SJOA,MOKE,C,Mokelumne River,New Hope Landing,38.22846,-121.49129,normal,UPSTREAM,70600,135434,,,0.0706,0.135434
T,4.1,20070627,CDFW,CDFW,8,67015,12,,,,,1,3,2006,20070522,2007,5,22,39224,2007,5,28,39230,6FCSJMOK NHOP,6FCSJMOK MRFI,6FCSJMOK,V,H,P,FR,,N,5000,286870,,,0,861201,,,C,0,15,897,,,MOK R NEW HOPE LANDING,MOK R FISH INS,mokelumne,MOKELUMNE RIVER,CA,SJOA,MOKE,C,Mokelumne River,New Hope Landing,38.22846,-121.49129,normal,UPSTREAM,70600,135434,,,0.0706,0.135434
T,4.1,20070627,CDFW,CDFW,8,67013,12,,,,,1,3,2006,20070430,2007,4,30,39202,2007,5,15,39217,6FCSJMOK NHOP,6FCSJMOK MRFI,6FCSJMOK,V,H,P,FR,,N,5000,279835,,,0,840321,,,C,,,,,Q.C. GROUP RELEASED BEFORE BEING SAMPLED.,MOK R NEW HOPE LANDING,MOK R FISH INS,mokelumne,MOKELUMNE RIVER,CA,SJOA,MOKE,C,Mokelumne River,New Hope Landing,38.22846,-121.49129,normal,UPSTREAM,70600,135434,,,0.0706,0.135434
T,4.1,20070627,CDFW,CDFW,8,67012,12,,,,,1,3,2006,20070423,2007,4,23,39195,2007,5,4,39206,6FCSJMOK NHOP,6FCSJMOK MRFI,6FCSJMOK,V,H,P,FR,,N,5000,283786,,,0,852654,5000,284,C,0.001,15,902,,,MOK R NEW HOPE LANDING,MOK R FISH INS,mokelumne,MOKELUMNE RIVER,CA,SJOA,MOKE,C,Mokelumne River,New Hope Landing,38.22846,-121.49129,normal,UPSTREAM,70600,135434,,,0.0706,0.135434
T,4.1,20090902,CDFW,CDFW,8,68656,12,,,,,1,3,2008,20090526,2009,5,26,39959,2009,5,28,39961,6FCSJOLB SHER,6FCSJMOK MRFI,6FCSJMOK,V,H,P,FR,,N,5000,71587,,,5000,79,,,C,,21,900,,,SAN JOAQ SHRM ISL OP JRSY,MOK R FISH INS,mokelumne,MOKELUMNE RIVER,CA,SJOA,SJR,T,San Joaquin River,Sherman Island,38.0456,-121.7135,normal,UPSTREAM,111441,94592,,,0.111441,0.094592
T,4.1,20090902,CDFW,CDFW,8,68653,12,,,,,1,3,2008,20090514,2009,5,14,39947,2009,5,15,39948,6FCSJOLB SHER,6FCSJMOK MRFI,6FCSJMOK,V,H,P,FR,,N,5000,100433,,,5000,448,,,C,,26,900,,,SAN JOAQ SHRM ISL OP JRSY,MOK R FISH INS,mokelumne,MOKELUMNE RIVER,CA,SJOA,SJR,T,San Joaquin River,Sherman Island,38.0456,-121.7135,normal,UPSTREAM,111441,94592,,,0.111441,0.094592
T,4.1,20090902,CDFW,CDFW,8,68659,12,,,,,1,3,2008,20090513,2009,5,13,39946,2009,5,14,39947,6FCSJOLB SHER,6FCSJMOK MRFI,6FCSJMOK,V,H,P,FR,,N,5000,53369,,,5000,59,,,C,,27,900,,,SAN JOAQ SHRM ISL OP JRSY,MOK R FISH INS,mokelumne,MOKELUMNE RIVER,CA,SJOA,SJR,T,San Joaquin River,Sherman Island,38.0456,-121.7135,normal,UPSTREAM,111441,94592,,,0.111441,0.094592
T,4.1,20110906,CDFW,CDFW,8,68663,12,,,,,1,3,2010,20110524,2011,5,24,40687,2011,5,25,40688,6FCSJOLB SHER,6FCSJMOK MRFI,6FCSJMOK,V,H,P,FR,,N,5000,30912,,,0,92748,,,C,,23,400,,,SAN JOAQ SHRM ISL OP JRSY,MOK R FISH INS,mokelumne,MOKELUMNE RIVER,CA,SJOA,SJR,N,San Joaquin River,Sherman Island,38.0456,-121.7135,normal,UPSTREAM,111441,94592,,,0.111441,0.094592
T,4.1,20110906,CDFW,CDFW,8,68765,12,,,,,1,3,2010,20110524,2011,5,24,40687,2011,5,25,40688,6FCSJOLB SHER,6FCSJMOK MRFI,6FCSJMOK,V,H,P,FR,,N,5000,105389,,,0,316175,,,C,,23,400,,,SAN JOAQ SHRM ISL OP JRSY,MOK R FISH INS,mokelumne,MOKELUMNE RIVER,CA,SJOA,SJR,N,San Joaquin River,Sherman Island,38.0456,-121.7135,normal,UPSTREAM,111441,94592,,,0.111441,0.094592
T,4.1,20110906,CDFW,CDFW,8,69505,12,,,,,1,3,2010,20110522,2011,5,22,40685,2011,5,23,40686,6FCSJOLB SHER,6FCSJMOK MRFI,6FCSJMOK,V,H,P,FR,,N,5000,95800,,,5000,278,0,290000,C,,15,350,,34% Net Pen Release,SAN JOAQ SHRM ISL OP JRSY,MOK R FISH INS,mokelumne,MOKELUMNE RIVER,CA,SJOA,SJR,N,San Joaquin River,Sherman Island,38.0456,-121.7135,normal,UPSTREAM,111441,94592,,,0.111441,0.094592
T,4.1,20110906,CDFW,CDFW,8,68693,12,,,,,1,3,2010,20110521,2011,5,21,40684,2011,5,22,40685,6FCSJOLB SHER,6FCSJMOK MRFI,6FCSJMOK,V,H,P,FR,,N,5000,141940,,,5000,356,0,427122,C,,21,406,,38% Net Pen Release,SAN JOAQ SHRM ISL OP JRSY,MOK R FISH INS,mokelumne,MOKELUMNE RIVER,CA,SJOA,SJR,N,San Joaquin River,Sherman Island,38.0456,-121.7135,normal,UPSTREAM,111441,94592,,,0.111441,0.094592
T,4.1,20110906,CDFW,CDFW,8,68764,12,,,,,1,3,2010,20110512,2011,5,12,40675,2011,5,13,40676,6FCSJOLB SHER NET,6FCSJMOK MRFI,6FCSJMOK,V,H,P,FR,,N,5000,98175,,,5000,732,0,296884,C,,20,403,,,SAN JOAQ SHRM ISL NET PEN,MOK R FISH INS,mokelumne,MOKELUMNE RIVER,CA,SJOA,SJR,N,San Joaquin River,Sherman Island,38.0456,-121.7135,normal,UPSTREAM,111441,94592,,,0.111441,0.094592
T,4.1,20110906,CDFW,CDFW,8,68761,12,,,,,1,3,2010,20110511,2011,5,11,40674,2011,5,12,40675,6FCSJOLB SHER NET,6FCSJMOK MRFI,6FCSJMOK,V,H,P,FR,,N,5000,97893,,,5000,1239,0,306569,C,,22,400,,,SAN JOAQ SHRM ISL NET PEN,MOK R FISH INS,mokelumne,MOKELUMNE RIVER,CA,SJOA,SJR,N,San Joaquin River,Sherman Island,38.0456,-121.7135,normal,UPSTREAM,111441,94592,,,0.111441,0.094592
T,4.1,20110906,CDFW,CDFW,8,68760,12,,,,,1,3,2010,20110510,2011,5,10,40673,2011,5,11,40674,6FCSJOLB SHER NET,6FCSJMOK MRFI,6FCSJMOK,V,H,P,FR,,N,5000,98545,,,5000,515,0,298518,C,,21,383,,,SAN JOAQ SHRM ISL NET PEN,MOK R FISH INS,mokelumne,MOKELUMNE RIVER,CA,SJOA,SJR,N,San Joaquin River,Sherman Island,38.0456,-121.7135,normal,UPSTREAM,111441,94592,,,0.111441,0.094592
T,4.1,20110906,CDFW,CDFW,8,68755,12,,,,,1,3,2010,20110509,2011,5,9,40672,2011,5,10,40673,6FCSJOLB SHER NET,6FCSJMOK MRFI,6FCSJMOK,V,H,P,FR,,N,5000,111036,,,5000,558,0,334696,C,,18,403,,,SAN JOAQ SHRM ISL NET PEN,MOK R FISH INS,mokelumne,MOKELUMNE RIVER,CA,SJOA,SJR,N,San Joaquin River,Sherman Island,38.0456,-121.7135,normal,UPSTREAM,111441,94592,,,0.111441,0.094592
T,4.1,20110906,CDFW,CDFW,8,68763,12,,,,,1,3,2010,20110508,2011,5,8,40671,2011,5,9,40672,6FCSJOLB SHER NET,6FCSJMOK MRFI,6FCSJMOK,V,H,P,FR,,N,5000,100898,,,0,303669,,,C,,18,324,,,SAN JOAQ SHRM ISL NET PEN,MOK R FISH INS,mokelumne,MOKELUMNE RIVER,CA,SJOA,SJR,N,San Joaquin River,Sherman Island,38.0456,-121.7135,normal,UPSTREAM,111441,94592,,,0.111441,0.094592
T,4.1,20110906,CDFW,CDFW,8,68762,12,,,,,1,3,2010,20110507,2011,5,7,40670,2011,5,8,40671,6FCSJOLB SHER NET,6FCSJMOK MRFI,6FCSJMOK,V,H,P,FR,,N,5000,100871,,,5000,262,0,302871,C,,21,388,,,SAN JOAQ SHRM ISL NET PEN,MOK R FISH INS,mokelumne,MOKELUMNE RIVER,CA,SJOA,SJR,N,San Joaquin River,Sherman Island,38.0456,-121.7135,normal,UPSTREAM,111441,94592,,,0.111441,0.094592
T,4.1,20121029,CDFW,CDFW,8,60412,12,,,,,1,3,2011,20120529,2012,5,29,41058,2012,5,30,41059,6FCSJOLB SHER NET,6FCSJMOK MRFI,6FCSJMOK,G,H,P,,,N,5000,100455,,,5000,243,0,304620,C,0.0024,21,421,,"Associated tag codes= 068787, 068786, and 068733",SAN JOAQ SHRM ISL NET PEN,MOK R FISH INS,mokelumne,MOKELUMNE RIVER,CA,SJOA,SJR,N,San Joaquin River,Sherman Island,38.0456,-121.7135,normal,UPSTREAM,111441,94592,,,0.111441,0.094592
T,4.1,20121029,CDFW,CDFW,8,68733,12,,,,,1,3,2011,20120529,2012,5,29,41058,2012,5,30,41059,6FCSJOLB SHER NET,6FCSJMOK MRFI,6FCSJMOK,G,H,P,,,N,5000,10481,,,5000,25,0,31864,C,0.0024,21,421,,"Associated tag codes= 060412, 068787, and 068786",SAN JOAQ SHRM ISL NET PEN,MOK R FISH INS,mokelumne,MOKELUMNE RIVER,CA,SJOA,SJR,N,San Joaquin River,Sherman Island,38.0456,-121.7135,normal,UPSTREAM,111441,94592,,,0.111441,0.094592
T,4.1,20121029,CDFW,CDFW,8,68786,12,,,,,1,3,2011,20120529,2012,5,29,41058,2012,5,30,41059,6FCSJOLB SHER NET,6FCSJMOK MRFI,6FCSJMOK,G,H,P,,,N,5000,11595,,,5000,28,0,35239,C,0.0024,21,421,,"Associated tag codes= 060412, 068787, and 068733",SAN JOAQ SHRM ISL NET PEN,MOK R FISH INS,mokelumne,MOKELUMNE RIVER,CA,SJOA,SJR,N,San Joaquin River,Sherman Island,38.0456,-121.7135,normal,UPSTREAM,111441,94592,,,0.111441,0.094592
T,4.1,20121029,CDFW,CDFW,8,68787,12,,,,,1,3,2011,20120529,2012,5,29,41058,2012,5,30,41059,6FCSJOLB SHER NET,6FCSJMOK MRFI,6FCSJMOK,G,H,P,,,N,5000,11355,,,5000,27,0,34506,C,0.0024,21,421,,"Associated tag codes= 060412, 068786, and 068733",SAN JOAQ SHRM ISL NET PEN,MOK R FISH INS,mokelumne,MOKELUMNE RIVER,CA,SJOA,SJR,N,San Joaquin River,Sherman Island,38.0456,-121.7135,normal,UPSTREAM,111441,94592,,,0.111441,0.094592
T,4.1,20121029,CDFW,CDFW,8,60411,12,,,,,1,3,2011,20120524,2012,5,24,41053,2012,5,25,41054,6FCSJOLB SHER,6FCSJMOK MRFI,6FCSJMOK,G,H,P,,,N,5000,99243,,,5000,247,0,302597,C,0.0025,28,405,,Associated tag code= 068785. Not a Net Pen Release,SAN JOAQ SHRM ISL OP JRSY,MOK R FISH INS,mokelumne,MOKELUMNE RIVER,CA,SJOA,SJR,N,San Joaquin River,Sherman Island,38.0456,-121.7135,normal,UPSTREAM,111441,94592,,,0.111441,0.094592
T,4.1,20121029,CDFW,CDFW,8,68785,12,,,,,1,3,2011,20120524,2012,5,24,41053,2012,5,25,41054,6FCSJOLB SHER,6FCSJMOK MRFI,6FCSJMOK,G,H,P,,,N,5000,11494,,,5000,29,0,35049,C,0.0025,28,405,,Associated tag code= 060411. Not a Net Pen Release,SAN JOAQ SHRM ISL OP JRSY,MOK R FISH INS,mokelumne,MOKELUMNE RIVER,CA,SJOA,SJR,N,San Joaquin River,Sherman Island,38.0456,-121.7135,normal,UPSTREAM,111441,94592,,,0.111441,0.094592
